messageId,boardId,kudosCount,postDate,solution,subject,text,url,views,author_userId,forumsThread_threadId,plain_text,bow,bowSubject,neAnnotated,bowAnnotated
1406,festnetz,0,"2014-02-03 16:32:15",0,"AW: Umstellung auf IP Anschluss","<P>Ich fürchte, dass mit Hoffen nicht viel erreicht wird. Geschäftskunden unterscheiden sich von Privatkunden unter anderem dadurch, dass sie HANDELN! Es gibt aber zumindest schon mal einen freundlichen persönlichen Kontakt, der sich um die Problemlösung zu bemühen scheint. Ich werde heute noch ein Ergebnis der Problemlösung abwarten und ab morgen dann selber handeln.</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Umstellung-auf-IP-Anschluss/m-p/1406#M277,2179,272,1142,"Ich fürchte, dass mit Hoffen nicht viel erreicht wird. Geschäftskunden unterscheiden sich von Privatkunden unter anderem dadurch, dass sie HANDELN! Es gibt aber zumindest schon mal einen freundlichen persönlichen Kontakt, der sich um die Problemlösung zu bemühen scheint. Ich werde heute noch ein Ergebnis der Problemlösung abwarten und ab morgen dann selber handeln.",,,0,0
1464,festnetz,1,"2014-02-04 21:18:13",0,"AW: Umstellung auf IP Anschluss","<P>Das Telekom_hilft Team war erfolgreich! Hut ab! Und zwar passend zum Thread - der Anschluss wurde ( obwohl angeblich technisch mangels ausreichender Ports gar nicht möglich ) auf IP und VDSL umgestellt. Damit ist erstmal die grundsätzliche Erreichbarkeit und Möglichkeit des Telefonierens wieder gegeben. Wenn ab morgen dann auch die volle Bandbreite zur Verfügung steht, werden wir mal unsere neuen Möglichkeiten erkunden.</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Umstellung-auf-IP-Anschluss/m-p/1464#M278,2147,272,1142,"Das Telekom_hilft Team war erfolgreich! Hut ab! Und zwar passend zum Thread - der Anschluss wurde ( obwohl angeblich technisch mangels ausreichender Ports gar nicht möglich ) auf IP und VDSL umgestellt. Damit ist erstmal die grundsätzliche Erreichbarkeit und Möglichkeit des Telefonierens wieder gegeben. Wenn ab morgen dann auch die volle Bandbreite zur Verfügung steht, werden wir mal unsere neuen Möglichkeiten erkunden.",,,0,0
1144,mobilfunk,0,"2014-01-24 19:09:09",0,"Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hallo,</P> <P>gestern in der Bahn habe ich zum ersten Mal eine Smartwatch außerhalb eines Geschäfts gesehen. Es war eine Sony Smartwatch II.</P> <P>Stylisch und neu sieht sie defintiv aus. Aber ich frage mich, ob Sie mir wirklich was nützt oder einfach nur schick ist.</P> <P>Hat jemand bereits Erfahrungen mit einer solchen Uhr gesammelt?</P> <P>&nbsp;</P> <P>Grüße</P> <P>Fabian</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1144#M27,745,120,1144,"Hallo,   gestern in der Bahn habe ich zum ersten Mal eine Smartwatch außerhalb eines Geschäfts gesehen. Es war eine Sony Smartwatch II.   Stylisch und neu sieht sie defintiv aus. Aber ich frage mich, ob Sie mir wirklich was nützt oder einfach nur schick ist.   Hat jemand bereits Erfahrungen mit einer solchen Uhr gesammelt?       Grüße   Fabian",,,0,0
1158,mobilfunk,2,"2014-01-27 10:22:08",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Moin Fabian,</P><P>&nbsp;</P><P>ich habe eine Samsung Smartwatch. Ob man so etwas wirklich braucht...Nein, nicht wirklich. Den Wecker nutze ich täglich, ich werde damit wesentlich besser wach als mit einem normalen Wecker. Der nachteil ist aber, dass ich die Uhr die ganze Nacht umhaben muss.</P><P>Den Timer nutze ich für die Pausen, somit verpasse ich das Ende nicht. Die Benachrichtigungen sind nett, ich nehme das Telefon viel seltener aus der Tasche.</P><P>Eine Sache finde ich pers. aber sehr geil.</P><P>Wenn ich die Uhr am Handgelenk trage, kann ich mein telefon einfach per wischen entsperren, wenn die Uhr nicht in der Nähe ist, braucht es dazu ein Entsperrmuster (PIN oder was auch immer eingestellt ist).</P><P>Dieses Feature erleichtert mir das Leben wirklich.</P><P>Sonst hoffe ich auf weitere Apps, Potential ist da.</P><P>&nbsp;</P><P>Gruß</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1158#M28,722,160,1144,"Moin Fabian,   ich habe eine Samsung Smartwatch. Ob man so etwas wirklich braucht...Nein, nicht wirklich. Den Wecker nutze ich täglich, ich werde damit wesentlich besser wach als mit einem normalen Wecker. Der nachteil ist aber, dass ich die Uhr die ganze Nacht umhaben muss. Den Timer nutze ich für die Pausen, somit verpasse ich das Ende nicht. Die Benachrichtigungen sind nett, ich nehme das Telefon viel seltener aus der Tasche. Eine Sache finde ich pers. aber sehr geil. Wenn ich die Uhr am Handgelenk trage, kann ich mein telefon einfach per wischen entsperren, wenn die Uhr nicht in der Nähe ist, braucht es dazu ein Entsperrmuster (PIN oder was auch immer eingestellt ist). Dieses Feature erleichtert mir das Leben wirklich. Sonst hoffe ich auf weitere Apps, Potential ist da.   Gruß",,,0,0
1168,mobilfunk,0,"2014-01-27 10:52:21",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hallo godmode,</P><P>&nbsp;</P><P>vielen Dank für den Tip, dass die Uhr mit einem Wisch entsperrt werden kann, wenn man diese am Handgelenk trägt. Bin noch unschlüssig mir eine zu kaufen, da mir der absolute Nutzen noch fehlt, daher sind Erfahrungsberichte immer gut. Mal gespannt, was es noch für nütliche Apps geben wird.</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1168#M29,709,162,1144,"Hallo godmode,   vielen Dank für den Tip, dass die Uhr mit einem Wisch entsperrt werden kann, wenn man diese am Handgelenk trägt. Bin noch unschlüssig mir eine zu kaufen, da mir der absolute Nutzen noch fehlt, daher sind Erfahrungsberichte immer gut. Mal gespannt, was es noch für nütliche Apps geben wird.",,,0,0
1170,mobilfunk,0,"2014-01-27 10:57:27",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hallo!</P><P>&nbsp;</P><P>Meine erste SmartWatch habe ich bei der Vorstellung der Galaxy Gear gesehen, da ich "zufällig" zur IFA in Berlin war <img class="emoticon emoticon-wink" id="wink" src="https://riokc95758.i.lithium.com/html/images/emoticons/winking-plus_generic_authentic_center_16x16.png" alt="Zwinkernd" title="Zwinkernd" /></P><P>&nbsp;</P><P>Meiner Meinung nach sind SmartWatches sicherlich eine Zukunfsttechnologie, aber in der Form mbMn noch nicht wirklich nützlich. Mit dem technischen Fortschritt kommen sicherlich auch noch neue und intiutivere Funktionen, dann denke ich persönlich noch mal darüber nach <img class="emoticon emoticon-happy" id="happy" src="https://riokc95758.i.lithium.com/html/images/emoticons/smile-plus_generic_authentic_center_16x16.png" alt="Fröhlich" title="Fröhlich" /></P><P>&nbsp;</P><P>Grüße</P><P>Florian</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1170#M30,1623,18,1144,"Hallo!   Meine erste SmartWatch habe ich bei der Vorstellung der Galaxy Gear gesehen, da ich zufällig zur IFA in Berlin war    Meiner Meinung nach sind SmartWatches sicherlich eine Zukunfsttechnologie, aber in der Form mbMn noch nicht wirklich nützlich. Mit dem technischen Fortschritt kommen sicherlich auch noch neue und intiutivere Funktionen, dann denke ich persönlich noch mal darüber nach    Grüße Florian",,,0,0
1172,mobilfunk,1,"2014-01-27 11:56:05",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hallo Skysurfer,</P><P>&nbsp;</P><P>die Uhr muss nicht entsperrt werden, es geht um die Sperre des Telefons. So kann ich das Telefon immer fein sperren, sollte es mal verloren gehen, kann ein "Finder" nichts damit anfangen. ich habe aber nicht den Nachteil, dass ich immer entsperren muss.</P><P>&nbsp;</P><P>Gruß</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1172#M31,695,160,1144,"Hallo Skysurfer,   die Uhr muss nicht entsperrt werden, es geht um die Sperre des Telefons. So kann ich das Telefon immer fein sperren, sollte es mal verloren gehen, kann ein Finder nichts damit anfangen. ich habe aber nicht den Nachteil, dass ich immer entsperren muss.   Gruß",,,0,0
1212,mobilfunk,0,"2014-01-27 17:39:02",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hallo,</P> <P>&nbsp;</P> <P>ich merke es ist ein interessantes Thema, mal sehen was auf der Cebit noch an anderen Modellen kommt.</P> <P>Über Neuigkeiten oder Erfahrungen freue ich mich, dann mal sehen wie ich mich entscheiden werde.</P> <P>&nbsp;</P> <P>Grüße</P> <P>Fabian </P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1212#M34,526,120,1144,"Hallo,       ich merke es ist ein interessantes Thema, mal sehen was auf der Cebit noch an anderen Modellen kommt.   Über Neuigkeiten oder Erfahrungen freue ich mich, dann mal sehen wie ich mich entscheiden werde.       Grüße   Fabian ",,,0,0
1248,mobilfunk,0,"2014-01-28 00:14:21",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","Dann sind wir gespannt Fabian, für was du dich entscheidest. Bist du auf der Cebit? Dann kannst du uns ja live berichten, was es für Neuigkeiten gibt und uns die Nase lang machen. Wir warten auf dein Feedback.",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1248#M35,463,162,1144,"Dann sind wir gespannt Fabian, für was du dich entscheidest. Bist du auf der Cebit? Dann kannst du uns ja live berichten, was es für Neuigkeiten gibt und uns die Nase lang machen. Wir warten auf dein Feedback.",,,0,0
1326,mobilfunk,1,"2014-01-30 14:36:32",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P><a href="https://telekomhilft.telekom.de/t5/user/viewprofilepage/user-id/162">@skysurfer</a> Ich weiß noch nicht, ob ich es dieses Jahr auf die Cebit schaffe.</P> <P>&nbsp;</P> <P>Aber auch wenn die genannten Funktionen spannend sind, fehlt mir noch die richtige "killerapp".<BR />Dann werde gespannt ich den MWC 2014 aus Barcelona verfolgen und vielleicht kommt ja dann die erste Smartwatch mit eingebauten Health- und Fitnessgadgets.</P> <P>Wenn jemand News in die Richtung findet, oder auch intelligente Mail- und Terminanbindung darf diese hier gerne teilen.</P> <P>&nbsp;</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1326#M46,436,120,1144,"@skysurfer  Ich weiß noch nicht, ob ich es dieses Jahr auf die Cebit schaffe.       Aber auch wenn die genannten Funktionen spannend sind, fehlt mir noch die richtige killerapp. Dann werde gespannt ich den MWC 2014 aus Barcelona verfolgen und vielleicht kommt ja dann die erste Smartwatch mit eingebauten Health- und Fitnessgadgets.   Wenn jemand News in die Richtung findet, oder auch intelligente Mail- und Terminanbindung darf diese hier gerne teilen.    ",,,0,0
1352,mobilfunk,0,"2014-01-31 12:35:14",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Der Beitrag passt zwar nicht in die Mobilfunk-Rubirk, aber da Fabian von einer intelligenten Mail- und Terminanbindung sprach musste ich an einen Artikel denken, den ich gestern Abend gelesen habe.&nbsp;</P><P>IBMs Antwort auf die Mailflut im elektronischen Briefkasten:</P><P><A target="_blank" href="http://t3n.de/news/mail-next-ibm-e-mail-525612/" rel="nofollow noopener noreferrer">http://t3n.de/news/mail-next-ibm-e-mail-525612/</A></P><P>&nbsp;</P><P>Frohes Lesen</P><P>BG</P><P>Samuel</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1352#M47,425,12,1144,"Der Beitrag passt zwar nicht in die Mobilfunk-Rubirk, aber da Fabian von einer intelligenten Mail- und Terminanbindung sprach musste ich an einen Artikel denken, den ich gestern Abend gelesen habe.  IBMs Antwort auf die Mailflut im elektronischen Briefkasten: http://t3n.de/news/mail-next-ibm-e-mail-525612/   Frohes Lesen BG Samuel",,,0,0
1354,mobilfunk,0,"2014-01-31 13:22:15",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","<P>Hi Samuel, Danke für den Link. Interessanter Artikel!</P>",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/1354#M48,423,162,1144,"Hi Samuel, Danke für den Link. Interessanter Artikel!",,,0,0
3571,mobilfunk,0,"2014-02-23 13:26:23",0,"AW: Smartwatch, wirklich nützlich oder nur schickes Gadget","Ihr Beitrag passt besser zu dieser Diskussion.",https://telekomhilft.telekom.de/t5/Mobilfunk/Smartwatch-wirklich-nuetzlich-oder-nur-schickes-Gadget/m-p/3571#M78,266,10,1144,"Ihr Beitrag passt besser zu dieser Diskussion.",,,0,0
